ID	Emoji	Code	Hex	Decimal	HTML entity hex	HTML entity decimal	URL encode	JS encode	Markdown	Name (English)
674	💁🏼‍♂️	U+1F481 U+1F3FC U+200D U+2642 U+FE0F	1F481 1F3FC 200D 2642 FE0F	128129 127996 8205 9794 65039	&#x1F481;&#x1F3FC;&#x200D;&#x2642;&#xFE0F;	&#128129;&#127996;&#8205;&#9794;&#65039;	%F0%9F%92%81%F0%9F%8F%BC%E2%80%8D%E2%99%82%EF%B8%8F	\ud83d\udc81\ud83c\udffc\u200d\u2642\ufe0f		man tipping hand: medium-light skin tone
675	💁🏽	U+1F481 U+1F3FD	1F481 1F3FD	128129 127997	&#x1F481;&#x1F3FD;	&#128129;&#127997;	%F0%9F%92%81%F0%9F%8F%BD	\ud83d\udc81\ud83c\udffd		person tipping hand: medium skin tone
676	💁🏽‍♀️	U+1F481 U+1F3FD U+200D U+2640 U+FE0F	1F481 1F3FD 200D 2640 FE0F	128129 127997 8205 9792 65039	&#x1F481;&#x1F3FD;&#x200D;&#x2640;&#xFE0F;	&#128129;&#127997;&#8205;&#9792;&#65039;	%F0%9F%92%81%F0%9F%8F%BD%E2%80%8D%E2%99%80%EF%B8%8F	\ud83d\udc81\ud83c\udffd\u200d\u2640\ufe0f		woman tipping hand: medium skin tone
677	💁🏽‍♂️	U+1F481 U+1F3FD U+200D U+2642 U+FE0F	1F481 1F3FD 200D 2642 FE0F	128129 127997 8205 9794 65039	&#x1F481;&#x1F3FD;&#x200D;&#x2642;&#xFE0F;	&#128129;&#127997;&#8205;&#9794;&#65039;	%F0%9F%92%81%F0%9F%8F%BD%E2%80%8D%E2%99%82%EF%B8%8F	\ud83d\udc81\ud83c\udffd\u200d\u2642\ufe0f		man tipping hand: medium skin tone
678	💁🏾	U+1F481 U+1F3FE	1F481 1F3FE	128129 127998	&#x1F481;&#x1F3FE;	&#128129;&#127998;	%F0%9F%92%81%F0%9F%8F%BE	\ud83d\udc81\ud83c\udffe		person tipping hand: medium-dark skin tone
679	💁🏾‍♀️	U+1F481 U+1F3FE U+200D U+2640 U+FE0F	1F481 1F3FE 200D 2640 FE0F	128129 127998 8205 9792 65039	&#x1F481;&#x1F3FE;&#x200D;&#x2640;&#xFE0F;	&#128129;&#127998;&#8205;&#9792;&#65039;	%F0%9F%92%81%F0%9F%8F%BE%E2%80%8D%E2%99%80%EF%B8%8F	\ud83d\udc81\ud83c\udffe\u200d\u2640\ufe0f		woman tipping hand: medium-dark skin tone
680	💁🏾‍♂️	U+1F481 U+1F3FE U+200D U+2642 U+FE0F	1F481 1F3FE 200D 2642 FE0F	128129 127998 8205 9794 65039	&#x1F481;&#x1F3FE;&#x200D;&#x2642;&#xFE0F;	&#128129;&#127998;&#8205;&#9794;&#65039;	%F0%9F%92%81%F0%9F%8F%BE%E2%80%8D%E2%99%82%EF%B8%8F	\ud83d\udc81\ud83c\udffe\u200d\u2642\ufe0f		man tipping hand: medium-dark skin tone
681	💁🏿	U+1F481 U+1F3FF	1F481 1F3FF	128129 127999	&#x1F481;&#x1F3FF;	&#128129;&#127999;	%F0%9F%92%81%F0%9F%8F%BF	\ud83d\udc81\ud83c\udfff		person tipping hand: dark skin tone
682	💁🏿‍♀️	U+1F481 U+1F3FF U+200D U+2640 U+FE0F	1F481 1F3FF 200D 2640 FE0F	128129 127999 8205 9792 65039	&#x1F481;&#x1F3FF;&#x200D;&#x2640;&#xFE0F;	&#128129;&#127999;&#8205;&#9792;&#65039;	%F0%9F%92%81%F0%9F%8F%BF%E2%80%8D%E2%99%80%EF%B8%8F	\ud83d\udc81\ud83c\udfff\u200d\u2640\ufe0f		woman tipping hand: dark skin tone
683	💁🏿‍♂️	U+1F481 U+1F3FF U+200D U+2642 U+FE0F	1F481 1F3FF 200D 2642 FE0F	128129 127999 8205 9794 65039	&#x1F481;&#x1F3FF;&#x200D;&#x2642;&#xFE0F;	&#128129;&#127999;&#8205;&#9794;&#65039;	%F0%9F%92%81%F0%9F%8F%BF%E2%80%8D%E2%99%82%EF%B8%8F	\ud83d\udc81\ud83c\udfff\u200d\u2642\ufe0f		man tipping hand: dark skin tone
684	🙅	U+1F645	1F645	128581	&#x1F645;	&#128581;	%F0%9F%99%85	\ud83d\ude45	:no_good:	person gesturing NO
685	🙅‍♀️	U+1F645 U+200D U+2640 U+FE0F	1F645 200D 2640 FE0F	128581 8205 9792 65039	&#x1F645;&#x200D;&#x2640;&#xFE0F;	&#128581;&#8205;&#9792;&#65039;	%F0%9F%99%85%E2%80%8D%E2%99%80%EF%B8%8F	\ud83d\ude45\u200d\u2640\ufe0f		woman gesturing NO
686	🙅‍♂️	U+1F645 U+200D U+2642 U+FE0F	1F645 200D 2642 FE0F	128581 8205 9794 65039	&#x1F645;&#x200D;&#x2642;&#xFE0F;	&#128581;&#8205;&#9794;&#65039;	%F0%9F%99%85%E2%80%8D%E2%99%82%EF%B8%8F	\ud83d\ude45\u200d\u2642\ufe0f		man gesturing NO
687	🙅🏻	U+1F645 U+1F3FB	1F645 1F3FB	128581 127995	&#x1F645;&#x1F3FB;	&#128581;&#127995;	%F0%9F%99%85%F0%9F%8F%BB	\ud83d\ude45\ud83c\udffb		person gesturing NO: light skin tone
688	🙅🏻‍♀️	U+1F645 U+1F3FB U+200D U+2640 U+FE0F	1F645 1F3FB 200D 2640 FE0F	128581 127995 8205 9792 65039	&#x1F645;&#x1F3FB;&#x200D;&#x2640;&#xFE0F;	&#128581;&#127995;&#8205;&#9792;&#65039;	%F0%9F%99%85%F0%9F%8F%BB%E2%80%8D%E2%99%80%EF%B8%8F	\ud83d\ude45\ud83c\udffb\u200d\u2640\ufe0f		woman gesturing NO: light skin tone
689	🙅🏻‍♂️	U+1F645 U+1F3FB U+200D U+2642 U+FE0F	1F645 1F3FB 200D 2642 FE0F	128581 127995 8205 9794 65039	&#x1F645;&#x1F3FB;&#x200D;&#x2642;&#xFE0F;	&#128581;&#127995;&#8205;&#9794;&#65039;	%F0%9F%99%85%F0%9F%8F%BB%E2%80%8D%E2%99%82%EF%B8%8F	\ud83d\ude45\ud83c\udffb\u200d\u2642\ufe0f		man gesturing NO: light skin tone
690	🙅🏼	U+1F645 U+1F3FC	1F645 1F3FC	128581 127996	&#x1F645;&#x1F3FC;	&#128581;&#127996;	%F0%9F%99%85%F0%9F%8F%BC	\ud83d\ude45\ud83c\udffc		person gesturing NO: medium-light skin tone
691	🙅🏼‍♀️	U+1F645 U+1F3FC U+200D U+2640 U+FE0F	1F645 1F3FC 200D 2640 FE0F	128581 127996 8205 9792 65039	&#x1F645;&#x1F3FC;&#x200D;&#x2640;&#xFE0F;	&#128581;&#127996;&#8205;&#9792;&#65039;	%F0%9F%99%85%F0%9F%8F%BC%E2%80%8D%E2%99%80%EF%B8%8F	\ud83d\ude45\ud83c\udffc\u200d\u2640\ufe0f		woman gesturing NO: medium-light skin tone
692	🙅🏼‍♂️	U+1F645 U+1F3FC U+200D U+2642 U+FE0F	1F645 1F3FC 200D 2642 FE0F	128581 127996 8205 9794 65039	&#x1F645;&#x1F3FC;&#x200D;&#x2642;&#xFE0F;	&#128581;&#127996;&#8205;&#9794;&#65039;	%F0%9F%99%85%F0%9F%8F%BC%E2%80%8D%E2%99%82%EF%B8%8F	\ud83d\ude45\ud83c\udffc\u200d\u2642\ufe0f		man gesturing NO: medium-light skin tone
693	🙅🏽	U+1F645 U+1F3FD	1F645 1F3FD	128581 127997	&#x1F645;&#x1F3FD;	&#128581;&#127997;	%F0%9F%99%85%F0%9F%8F%BD	\ud83d\ude45\ud83c\udffd		person gesturing NO: medium skin tone
694	🙅🏽‍♀️	U+1F645 U+1F3FD U+200D U+2640 U+FE0F	1F645 1F3FD 200D 2640 FE0F	128581 127997 8205 9792 65039	&#x1F645;&#x1F3FD;&#x200D;&#x2640;&#xFE0F;	&#128581;&#127997;&#8205;&#9792;&#65039;	%F0%9F%99%85%F0%9F%8F%BD%E2%80%8D%E2%99%80%EF%B8%8F	\ud83d\ude45\ud83c\udffd\u200d\u2640\ufe0f		woman gesturing NO: medium skin tone
695	🙅🏽‍♂️	U+1F645 U+1F3FD U+200D U+2642 U+FE0F	1F645 1F3FD 200D 2642 FE0F	128581 127997 8205 9794 65039	&#x1F645;&#x1F3FD;&#x200D;&#x2642;&#xFE0F;	&#128581;&#127997;&#8205;&#9794;&#65039;	%F0%9F%99%85%F0%9F%8F%BD%E2%80%8D%E2%99%82%EF%B8%8F	\ud83d\ude45\ud83c\udffd\u200d\u2642\ufe0f		man gesturing NO: medium skin tone
696	🙅🏾	U+1F645 U+1F3FE	1F645 1F3FE	128581 127998	&#x1F645;&#x1F3FE;	&#128581;&#127998;	%F0%9F%99%85%F0%9F%8F%BE	\ud83d\ude45\ud83c\udffe		person gesturing NO: medium-dark skin tone
697	🙅🏾‍♀️	U+1F645 U+1F3FE U+200D U+2640 U+FE0F	1F645 1F3FE 200D 2640 FE0F	128581 127998 8205 9792 65039	&#x1F645;&#x1F3FE;&#x200D;&#x2640;&#xFE0F;	&#128581;&#127998;&#8205;&#9792;&#65039;	%F0%9F%99%85%F0%9F%8F%BE%E2%80%8D%E2%99%80%EF%B8%8F	\ud83d\ude45\ud83c\udffe\u200d\u2640\ufe0f		woman gesturing NO: medium-dark skin tone
698	🙅🏾‍♂️	U+1F645 U+1F3FE U+200D U+2642 U+FE0F	1F645 1F3FE 200D 2642 FE0F	128581 127998 8205 9794 65039	&#x1F645;&#x1F3FE;&#x200D;&#x2642;&#xFE0F;	&#128581;&#127998;&#8205;&#9794;&#65039;	%F0%9F%99%85%F0%9F%8F%BE%E2%80%8D%E2%99%82%EF%B8%8F	\ud83d\ude45\ud83c\udffe\u200d\u2642\ufe0f		man gesturing NO: medium-dark skin tone
699	🙅🏿	U+1F645 U+1F3FF	1F645 1F3FF	128581 127999	&#x1F645;&#x1F3FF;	&#128581;&#127999;	%F0%9F%99%85%F0%9F%8F%BF	\ud83d\ude45\ud83c\udfff		person gesturing NO: dark skin tone
700	🙅🏿‍♀️	U+1F645 U+1F3FF U+200D U+2640 U+FE0F	1F645 1F3FF 200D 2640 FE0F	128581 127999 8205 9792 65039	&#x1F645;&#x1F3FF;&#x200D;&#x2640;&#xFE0F;	&#128581;&#127999;&#8205;&#9792;&#65039;	%F0%9F%99%85%F0%9F%8F%BF%E2%80%8D%E2%99%80%EF%B8%8F	\ud83d\ude45\ud83c\udfff\u200d\u2640\ufe0f		woman gesturing NO: dark skin tone
701	🙅🏿‍♂️	U+1F645 U+1F3FF U+200D U+2642 U+FE0F	1F645 1F3FF 200D 2642 FE0F	128581 127999 8205 9794 65039	&#x1F645;&#x1F3FF;&#x200D;&#x2642;&#xFE0F;	&#128581;&#127999;&#8205;&#9794;&#65039;	%F0%9F%99%85%F0%9F%8F%BF%E2%80%8D%E2%99%82%EF%B8%8F	\ud83d\ude45\ud83c\udfff\u200d\u2642\ufe0f		man gesturing NO: dark skin tone
702	🙆	U+1F646	1F646	128582	&#x1F646;	&#128582;	%F0%9F%99%86	\ud83d\ude46	:ok_person:	person gesturing OK
703	🙆‍♀️	U+1F646 U+200D U+2640 U+FE0F	1F646 200D 2640 FE0F	128582 8205 9792 65039	&#x1F646;&#x200D;&#x2640;&#xFE0F;	&#128582;&#8205;&#9792;&#65039;	%F0%9F%99%86%E2%80%8D%E2%99%80%EF%B8%8F	\ud83d\ude46\u200d\u2640\ufe0f		woman gesturing OK
704	🙆‍♂️	U+1F646 U+200D U+2642 U+FE0F	1F646 200D 2642 FE0F	128582 8205 9794 65039	&#x1F646;&#x200D;&#x2642;&#xFE0F;	&#128582;&#8205;&#9794;&#65039;	%F0%9F%99%86%E2%80%8D%E2%99%82%EF%B8%8F	\ud83d\ude46\u200d\u2642\ufe0f		man gesturing OK
705	🙆🏻	U+1F646 U+1F3FB	1F646 1F3FB	128582 127995	&#x1F646;&#x1F3FB;	&#128582;&#127995;	%F0%9F%99%86%F0%9F%8F%BB	\ud83d\ude46\ud83c\udffb		person gesturing OK: light skin tone
706	🙆🏻‍♀️	U+1F646 U+1F3FB U+200D U+2640 U+FE0F	1F646 1F3FB 200D 2640 FE0F	128582 127995 8205 9792 65039	&#x1F646;&#x1F3FB;&#x200D;&#x2640;&#xFE0F;	&#128582;&#127995;&#8205;&#9792;&#65039;	%F0%9F%99%86%F0%9F%8F%BB%E2%80%8D%E2%99%80%EF%B8%8F	\ud83d\ude46\ud83c\udffb\u200d\u2640\ufe0f		woman gesturing OK: light skin tone
707	🙆🏻‍♂️	U+1F646 U+1F3FB U+200D U+2642 U+FE0F	1F646 1F3FB 200D 2642 FE0F	128582 127995 8205 9794 65039	&#x1F646;&#x1F3FB;&#x200D;&#x2642;&#xFE0F;	&#128582;&#127995;&#8205;&#9794;&#65039;	%F0%9F%99%86%F0%9F%8F%BB%E2%80%8D%E2%99%82%EF%B8%8F	\ud83d\ude46\ud83c\udffb\u200d\u2642\ufe0f		man gesturing OK: light skin tone
708	🙆🏼	U+1F646 U+1F3FC	1F646 1F3FC	128582 127996	&#x1F646;&#x1F3FC;	&#128582;&#127996;	%F0%9F%99%86%F0%9F%8F%BC	\ud83d\ude46\ud83c\udffc		person gesturing OK: medium-light skin tone
709	🙆🏼‍♀️	U+1F646 U+1F3FC U+200D U+2640 U+FE0F	1F646 1F3FC 200D 2640 FE0F	128582 127996 8205 9792 65039	&#x1F646;&#x1F3FC;&#x200D;&#x2640;&#xFE0F;	&#128582;&#127996;&#8205;&#9792;&#65039;	%F0%9F%99%86%F0%9F%8F%BC%E2%80%8D%E2%99%80%EF%B8%8F	\ud83d\ude46\ud83c\udffc\u200d\u2640\ufe0f		woman gesturing OK: medium-light skin tone
710	🙆🏼‍♂️	U+1F646 U+1F3FC U+200D U+2642 U+FE0F	1F646 1F3FC 200D 2642 FE0F	128582 127996 8205 9794 65039	&#x1F646;&#x1F3FC;&#x200D;&#x2642;&#xFE0F;	&#128582;&#127996;&#8205;&#9794;&#65039;	%F0%9F%99%86%F0%9F%8F%BC%E2%80%8D%E2%99%82%EF%B8%8F	\ud83d\ude46\ud83c\udffc\u200d\u2642\ufe0f		man gesturing OK: medium-light skin tone
711	🙆🏽	U+1F646 U+1F3FD	1F646 1F3FD	128582 127997	&#x1F646;&#x1F3FD;	&#128582;&#127997;	%F0%9F%99%86%F0%9F%8F%BD	\ud83d\ude46\ud83c\udffd		person gesturing OK: medium skin tone
712	🙆🏽‍♀️	U+1F646 U+1F3FD U+200D U+2640 U+FE0F	1F646 1F3FD 200D 2640 FE0F	128582 127997 8205 9792 65039	&#x1F646;&#x1F3FD;&#x200D;&#x2640;&#xFE0F;	&#128582;&#127997;&#8205;&#9792;&#65039;	%F0%9F%99%86%F0%9F%8F%BD%E2%80%8D%E2%99%80%EF%B8%8F	\ud83d\ude46\ud83c\udffd\u200d\u2640\ufe0f		woman gesturing OK: medium skin tone
713	🙆🏽‍♂️	U+1F646 U+1F3FD U+200D U+2642 U+FE0F	1F646 1F3FD 200D 2642 FE0F	128582 127997 8205 9794 65039	&#x1F646;&#x1F3FD;&#x200D;&#x2642;&#xFE0F;	&#128582;&#127997;&#8205;&#9794;&#65039;	%F0%9F%99%86%F0%9F%8F%BD%E2%80%8D%E2%99%82%EF%B8%8F	\ud83d\ude46\ud83c\udffd\u200d\u2642\ufe0f		man gesturing OK: medium skin tone
714	🙆🏾	U+1F646 U+1F3FE	1F646 1F3FE	128582 127998	&#x1F646;&#x1F3FE;	&#128582;&#127998;	%F0%9F%99%86%F0%9F%8F%BE	\ud83d\ude46\ud83c\udffe		person gesturing OK: medium-dark skin tone
715	🙆🏾‍♀️	U+1F646 U+1F3FE U+200D U+2640 U+FE0F	1F646 1F3FE 200D 2640 FE0F	128582 127998 8205 9792 65039	&#x1F646;&#x1F3FE;&#x200D;&#x2640;&#xFE0F;	&#128582;&#127998;&#8205;&#9792;&#65039;	%F0%9F%99%86%F0%9F%8F%BE%E2%80%8D%E2%99%80%EF%B8%8F	\ud83d\ude46\ud83c\udffe\u200d\u2640\ufe0f		woman gesturing OK: medium-dark skin tone
716	🙆🏾‍♂️	U+1F646 U+1F3FE U+200D U+2642 U+FE0F	1F646 1F3FE 200D 2642 FE0F	128582 127998 8205 9794 65039	&#x1F646;&#x1F3FE;&#x200D;&#x2642;&#xFE0F;	&#128582;&#127998;&#8205;&#9794;&#65039;	%F0%9F%99%86%F0%9F%8F%BE%E2%80%8D%E2%99%82%EF%B8%8F	\ud83d\ude46\ud83c\udffe\u200d\u2642\ufe0f		man gesturing OK: medium-dark skin tone
717	🙆🏿	U+1F646 U+1F3FF	1F646 1F3FF	128582 127999	&#x1F646;&#x1F3FF;	&#128582;&#127999;	%F0%9F%99%86%F0%9F%8F%BF	\ud83d\ude46\ud83c\udfff		person gesturing OK: dark skin tone
718	🙆🏿‍♀️	U+1F646 U+1F3FF U+200D U+2640 U+FE0F	1F646 1F3FF 200D 2640 FE0F	128582 127999 8205 9792 65039	&#x1F646;&#x1F3FF;&#x200D;&#x2640;&#xFE0F;	&#128582;&#127999;&#8205;&#9792;&#65039;	%F0%9F%99%86%F0%9F%8F%BF%E2%80%8D%E2%99%80%EF%B8%8F	\ud83d\ude46\ud83c\udfff\u200d\u2640\ufe0f		woman gesturing OK: dark skin tone
719	🙆🏿‍♂️	U+1F646 U+1F3FF U+200D U+2642 U+FE0F	1F646 1F3FF 200D 2642 FE0F	128582 127999 8205 9794 65039	&#x1F646;&#x1F3FF;&#x200D;&#x2642;&#xFE0F;	&#128582;&#127999;&#8205;&#9794;&#65039;	%F0%9F%99%86%F0%9F%8F%BF%E2%80%8D%E2%99%82%EF%B8%8F	\ud83d\ude46\ud83c\udfff\u200d\u2642\ufe0f		man gesturing OK: dark skin tone
720	🙇	U+1F647	1F647	128583	&#x1F647;	&#128583;	%F0%9F%99%87	\ud83d\ude47	:bow:	person bowing
721	🙇‍♀️	U+1F647 U+200D U+2640 U+FE0F	1F647 200D 2640 FE0F	128583 8205 9792 65039	&#x1F647;&#x200D;&#x2640;&#xFE0F;	&#128583;&#8205;&#9792;&#65039;	%F0%9F%99%87%E2%80%8D%E2%99%80%EF%B8%8F	\ud83d\ude47\u200d\u2640\ufe0f		woman bowing
722	🙇‍♂️	U+1F647 U+200D U+2642 U+FE0F	1F647 200D 2642 FE0F	128583 8205 9794 65039	&#x1F647;&#x200D;&#x2642;&#xFE0F;	&#128583;&#8205;&#9794;&#65039;	%F0%9F%99%87%E2%80%8D%E2%99%82%EF%B8%8F	\ud83d\ude47\u200d\u2642\ufe0f		man bowing
723	🙇🏻	U+1F647 U+1F3FB	1F647 1F3FB	128583 127995	&#x1F647;&#x1F3FB;	&#128583;&#127995;	%F0%9F%99%87%F0%9F%8F%BB	\ud83d\ude47\ud83c\udffb		person bowing: light skin tone
724	🙇🏻‍♀️	U+1F647 U+1F3FB U+200D U+2640 U+FE0F	1F647 1F3FB 200D 2640 FE0F	128583 127995 8205 9792 65039	&#x1F647;&#x1F3FB;&#x200D;&#x2640;&#xFE0F;	&#128583;&#127995;&#8205;&#9792;&#65039;	%F0%9F%99%87%F0%9F%8F%BB%E2%80%8D%E2%99%80%EF%B8%8F	\ud83d\ude47\ud83c\udffb\u200d\u2640\ufe0f		woman bowing: light skin tone
725	🙇🏻‍♂️	U+1F647 U+1F3FB U+200D U+2642 U+FE0F	1F647 1F3FB 200D 2642 FE0F	128583 127995 8205 9794 65039	&#x1F647;&#x1F3FB;&#x200D;&#x2642;&#xFE0F;	&#128583;&#127995;&#8205;&#9794;&#65039;	%F0%9F%99%87%F0%9F%8F%BB%E2%80%8D%E2%99%82%EF%B8%8F	\ud83d\ude47\ud83c\udffb\u200d\u2642\ufe0f		man bowing: light skin tone
726	🙇🏼	U+1F647 U+1F3FC	1F647 1F3FC	128583 127996	&#x1F647;&#x1F3FC;	&#128583;&#127996;	%F0%9F%99%87%F0%9F%8F%BC	\ud83d\ude47\ud83c\udffc		person bowing: medium-light skin tone
727	🙇🏼‍♀️	U+1F647 U+1F3FC U+200D U+2640 U+FE0F	1F647 1F3FC 200D 2640 FE0F	128583 127996 8205 9792 65039	&#x1F647;&#x1F3FC;&#x200D;&#x2640;&#xFE0F;	&#128583;&#127996;&#8205;&#9792;&#65039;	%F0%9F%99%87%F0%9F%8F%BC%E2%80%8D%E2%99%80%EF%B8%8F	\ud83d\ude47\ud83c\udffc\u200d\u2640\ufe0f		woman bowing: medium-light skin tone
728	🙇🏼‍♂️	U+1F647 U+1F3FC U+200D U+2642 U+FE0F	1F647 1F3FC 200D 2642 FE0F	128583 127996 8205 9794 65039	&#x1F647;&#x1F3FC;&#x200D;&#x2642;&#xFE0F;	&#128583;&#127996;&#8205;&#9794;&#65039;	%F0%9F%99%87%F0%9F%8F%BC%E2%80%8D%E2%99%82%EF%B8%8F	\ud83d\ude47\ud83c\udffc\u200d\u2642\ufe0f		man bowing: medium-light skin tone
729	🙇🏽	U+1F647 U+1F3FD	1F647 1F3FD	128583 127997	&#x1F647;&#x1F3FD;	&#128583;&#127997;	%F0%9F%99%87%F0%9F%8F%BD	\ud83d\ude47\ud83c\udffd		person bowing: medium skin tone
730	🙇🏽‍♀️	U+1F647 U+1F3FD U+200D U+2640 U+FE0F	1F647 1F3FD 200D 2640 FE0F	128583 127997 8205 9792 65039	&#x1F647;&#x1F3FD;&#x200D;&#x2640;&#xFE0F;	&#128583;&#127997;&#8205;&#9792;&#65039;	%F0%9F%99%87%F0%9F%8F%BD%E2%80%8D%E2%99%80%EF%B8%8F	\ud83d\ude47\ud83c\udffd\u200d\u2640\ufe0f		woman bowing: medium skin tone
731	🙇🏽‍♂️	U+1F647 U+1F3FD U+200D U+2642 U+FE0F	1F647 1F3FD 200D 2642 FE0F	128583 127997 8205 9794 65039	&#x1F647;&#x1F3FD;&#x200D;&#x2642;&#xFE0F;	&#128583;&#127997;&#8205;&#9794;&#65039;	%F0%9F%99%87%F0%9F%8F%BD%E2%80%8D%E2%99%82%EF%B8%8F	\ud83d\ude47\ud83c\udffd\u200d\u2642\ufe0f		man bowing: medium skin tone
732	🙇🏾	U+1F647 U+1F3FE	1F647 1F3FE	128583 127998	&#x1F647;&#x1F3FE;	&#128583;&#127998;	%F0%9F%99%87%F0%9F%8F%BE	\ud83d\ude47\ud83c\udffe		person bowing: medium-dark skin tone
733	🙇🏾‍♀️	U+1F647 U+1F3FE U+200D U+2640 U+FE0F	1F647 1F3FE 200D 2640 FE0F	128583 127998 8205 9792 65039	&#x1F647;&#x1F3FE;&#x200D;&#x2640;&#xFE0F;	&#128583;&#127998;&#8205;&#9792;&#65039;	%F0%9F%99%87%F0%9F%8F%BE%E2%80%8D%E2%99%80%EF%B8%8F	\ud83d\ude47\ud83c\udffe\u200d\u2640\ufe0f		woman bowing: medium-dark skin tone
734	🙇🏾‍♂️	U+1F647 U+1F3FE U+200D U+2642 U+FE0F	1F647 1F3FE 200D 2642 FE0F	128583 127998 8205 9794 65039	&#x1F647;&#x1F3FE;&#x200D;&#x2642;&#xFE0F;	&#128583;&#127998;&#8205;&#9794;&#65039;	%F0%9F%99%87%F0%9F%8F%BE%E2%80%8D%E2%99%82%EF%B8%8F	\ud83d\ude47\ud83c\udffe\u200d\u2642\ufe0f		man bowing: medium-dark skin tone
735	🙇🏿	U+1F647 U+1F3FF	1F647 1F3FF	128583 127999	&#x1F647;&#x1F3FF;	&#128583;&#127999;	%F0%9F%99%87%F0%9F%8F%BF	\ud83d\ude47\ud83c\udfff		person bowing: dark skin tone
736	🙇🏿‍♀️	U+1F647 U+1F3FF U+200D U+2640 U+FE0F	1F647 1F3FF 200D 2640 FE0F	128583 127999 8205 9792 65039	&#x1F647;&#x1F3FF;&#x200D;&#x2640;&#xFE0F;	&#128583;&#127999;&#8205;&#9792;&#65039;	%F0%9F%99%87%F0%9F%8F%BF%E2%80%8D%E2%99%80%EF%B8%8F	\ud83d\ude47\ud83c\udfff\u200d\u2640\ufe0f		woman bowing: dark skin tone
737	🙇🏿‍♂️	U+1F647 U+1F3FF U+200D U+2642 U+FE0F	1F647 1F3FF 200D 2642 FE0F	128583 127999 8205 9794 65039	&#x1F647;&#x1F3FF;&#x200D;&#x2642;&#xFE0F;	&#128583;&#127999;&#8205;&#9794;&#65039;	%F0%9F%99%87%F0%9F%8F%BF%E2%80%8D%E2%99%82%EF%B8%8F	\ud83d\ude47\ud83c\udfff\u200d\u2642\ufe0f		man bowing: dark skin tone
738	🙋	U+1F64B	1F64B	128587	&#x1F64B;	&#128587;	%F0%9F%99%8B	\ud83d\ude4b	:raising_hand:	person raising hand
739	🙋‍♀️	U+1F64B U+200D U+2640 U+FE0F	1F64B 200D 2640 FE0F	128587 8205 9792 65039	&#x1F64B;&#x200D;&#x2640;&#xFE0F;	&#128587;&#8205;&#9792;&#65039;	%F0%9F%99%8B%E2%80%8D%E2%99%80%EF%B8%8F	\ud83d\ude4b\u200d\u2640\ufe0f		woman raising hand
740	🙋‍♂️	U+1F64B U+200D U+2642 U+FE0F	1F64B 200D 2642 FE0F	128587 8205 9794 65039	&#x1F64B;&#x200D;&#x2642;&#xFE0F;	&#128587;&#8205;&#9794;&#65039;	%F0%9F%99%8B%E2%80%8D%E2%99%82%EF%B8%8F	\ud83d\ude4b\u200d\u2642\ufe0f		man raising hand
741	🙋🏻	U+1F64B U+1F3FB	1F64B 1F3FB	128587 127995	&#x1F64B;&#x1F3FB;	&#128587;&#127995;	%F0%9F%99%8B%F0%9F%8F%BB	\ud83d\ude4b\ud83c\udffb		person raising hand: light skin tone
742	🙋🏻‍♀️	U+1F64B U+1F3FB U+200D U+2640 U+FE0F	1F64B 1F3FB 200D 2640 FE0F	128587 127995 8205 9792 65039	&#x1F64B;&#x1F3FB;&#x200D;&#x2640;&#xFE0F;	&#128587;&#127995;&#8205;&#9792;&#65039;	%F0%9F%99%8B%F0%9F%8F%BB%E2%80%8D%E2%99%80%EF%B8%8F	\ud83d\ude4b\ud83c\udffb\u200d\u2640\ufe0f		woman raising hand: light skin tone
743	🙋🏻‍♂️	U+1F64B U+1F3FB U+200D U+2642 U+FE0F	1F64B 1F3FB 200D 2642 FE0F	128587 127995 8205 9794 65039	&#x1F64B;&#x1F3FB;&#x200D;&#x2642;&#xFE0F;	&#128587;&#127995;&#8205;&#9794;&#65039;	%F0%9F%99%8B%F0%9F%8F%BB%E2%80%8D%E2%99%82%EF%B8%8F	\ud83d\ude4b\ud83c\udffb\u200d\u2642\ufe0f		man raising hand: light skin tone
744	🙋🏼	U+1F64B U+1F3FC	1F64B 1F3FC	128587 127996	&#x1F64B;&#x1F3FC;	&#128587;&#127996;	%F0%9F%99%8B%F0%9F%8F%BC	\ud83d\ude4b\ud83c\udffc		person raising hand: medium-light skin tone
745	🙋🏼‍♀️	U+1F64B U+1F3FC U+200D U+2640 U+FE0F	1F64B 1F3FC 200D 2640 FE0F	128587 127996 8205 9792 65039	&#x1F64B;&#x1F3FC;&#x200D;&#x2640;&#xFE0F;	&#128587;&#127996;&#8205;&#9792;&#65039;	%F0%9F%99%8B%F0%9F%8F%BC%E2%80%8D%E2%99%80%EF%B8%8F	\ud83d\ude4b\ud83c\udffc\u200d\u2640\ufe0f		woman raising hand: medium-light skin tone
746	🙋🏼‍♂️	U+1F64B U+1F3FC U+200D U+2642 U+FE0F	1F64B 1F3FC 200D 2642 FE0F	128587 127996 8205 9794 65039	&#x1F64B;&#x1F3FC;&#x200D;&#x2642;&#xFE0F;	&#128587;&#127996;&#8205;&#9794;&#65039;	%F0%9F%99%8B%F0%9F%8F%BC%E2%80%8D%E2%99%82%EF%B8%8F	\ud83d\ude4b\ud83c\udffc\u200d\u2642\ufe0f		man raising hand: medium-light skin tone
